"id","question_id","option_text","is_correct","media_type","media_content"
"109","28.0","String","False","",""
"110","28.0","Number","False","",""
"111","28.0","LongInt","True","",""
"112","28.0","Boolean","False","",""
"113","29.0","def","True","",""
"114","29.0","let","False","",""
"115","29.0","const","False","",""
"116","29.0","yield","False","",""
"117","30.0","These are not objects.","True","",""
"118","30.0","Int is a primitive datatype.","False","",""
"119","30.0","Number is a primitive datatype.","True","",""
"120","30.0","undefined and null are primitive data types.","True","",""
"121","31.0","{}","True","",""
"122","31.0","","False","",""
"123","31.0","undefined","False","",""
"124","31.0","","False","",""
"125","32.0","{}","False","",""
"126","32.0","","False","",""
"127","32.0","undefined","True","",""
"128","32.0","","False","",""
"129","33.0","It will throw a syntax error.","True","",""
"130","33.0","undefined","False","",""
"131","33.0","","False","",""
"132","33.0","0","False","",""
"133","34.0","It will throw a TypeError.","False","",""
"134","34.0","15","True","",""
"135","34.0","14","False","",""
"136","34.0","undefined","False","",""
"137","35.0","red","False","",""
"138","35.0","green","True","",""
"139","35.0","undefined","False","",""
"140","35.0","SyntaxError","False","",""
"141","36.0","ReactJS","False","",""
"142","36.0","Flask","True","",""
"143","36.0","Bootstrap","False","",""
"144","36.0","VueJS","False","",""
"145","37.0","Flask","False","",""
"146","37.0","Django","False","",""
"147","37.0","VueJS","True","",""
"148","37.0","Express","False","",""
"149","38.0","It can manipulate the DOM.","True","",""
"150","38.0","JavaScript is a programming language.","True","",""
"151","38.0","It cannot manipulate the DOM.","False","",""
"152","38.0","None of the above","False","",""
"153","39.0","Asynchronous Java and XML","False","",""
"154","39.0","Asynchronous JavaScript and XML","True","",""
"155","39.0","Auto JavaScript and XML","False","",""
"156","39.0","None of the above","False","",""
"157","40.0","It is a study of algorithms that improve through the use of data.","False","",""
"158","40.0","It is a sub field of AI that extracts patterns out of raw data.","False","",""
"159","40.0","It allows computers to learn from experience without being explicitly programmed or human intervention.","False","",""
"160","40.0","It is used for tasks where programming/human labour fails.","False","",""
"161","40.0","All of these","True","",""
"162","41.0","Weather prediction","False","",""
"163","41.0","Face tagging","False","",""
"164","41.0","Password verification","True","",""
"165","41.0","Spam detection","False","",""
"166","41.0","Recommendation system","False","",""
"167","41.0","Social media marketing","False","",""
"168","42.0","Speech recognition","False","",""
"169","42.0","Image recognition","False","",""
"170","42.0","Object detection","False","",""
"171","42.0","Array sorting","True","",""
"172","43.0","We do not know the exact rules transforming the input to output.","True","",""
"173","43.0","There are clearly defined rules transforming the input to output.","False","",""
"174","43.0","We are unable to express the exact rules transforming the input to output.","True","",""
"175","44.0","The price of a house based on its area and distance from metro.","True","",""
"176","44.0","Whether or not a house is closer than 5 KMs to metro based on its price and area.","False","",""
"177","45.0","Continuous","True","",""
"178","45.0","Discrete","False","",""
"179","45.0","of any type","False","",""
"180","45.0","Categorical","False","",""
"181","46.0","Dimensionality Reduction","False","",""
"182","46.0","Classification","True","",""
"183","46.0","Density Estimation","False","",""
"184","46.0","Regression","True","",""
"185","47.0","Probabilistic Model","False","",""
"186","47.0","Predictive Model","True","",""
"187","48.0","$$f(X) = W^\\top X + b$$","True","",""
"188","48.0","$$f(X) = \\mathrm{Sign}(W^\\top X + b)$$","False","",""
"189","49.0","True","True","",""
"190","49.0","False","False","",""
"191","50.0","Curve fitting","True","",""
"192","50.0","Data exploration","False","",""
"193","50.0","Data cleaning","False","",""
"194","50.0","Dimensionality reduction","False","",""
"195","51.0","Probabilistic Models","False","",""
"196","51.0","Predictive Models","True","",""
"197","52.0","$$\\frac{1}{n} \\sum_{i=1}^{n} \\left( f(X^i) - Y^i \\right)^2$$","False","",""
"198","52.0","$$\\frac{1}{n} \\sum \\mathbb{1}(f(X_i) \\neq Y_i)$$","True","",""
"199","53.0","Training data","False","",""
"200","53.0","Test data","True","",""
"201","53.0","Validation data","False","",""
"202","54.0","Training data","False","",""
"203","54.0","Test data","False","",""
"204","54.0","Validation data","True","",""
"205","55.0","Curve Fitting","False","",""
"206","55.0","Understanding Data","True","",""
"207","55.0","Classification","False","",""
"208","55.0","Predictive Learning","False","",""
"209","56.0","$$d < d'$$","False","",""
"210","56.0","$$d > d'$$","True","",""
"211","56.0","$$d = d'$$","False","",""
"212","56.0","Any relation holds good","False","",""
"213","57.0","$$d < d'$$","False","",""
"214","57.0","$$d > d'$$","True","",""
"215","57.0","$$d = d'$$","False","",""
"216","57.0","Any relation holds good","False","",""
"217","58.0","$$\\frac{1}{n} \\sum ||g(X_i) - f(X_i)||^2$$","False","",""
"218","58.0","$$\\frac{1}{n} \\sum ||g(f(X_i)) - X_i||^2$$","True","",""
"219","58.0","$$\\frac{1}{n} \\sum ||f(g(X_i)) - X_i||^2$$","False","",""
"220","59.0","Reducing dimensionality","True","",""
"221","59.0","Grouping similar data","True","",""
"222","59.0","Density Estimation","True","",""
"223","60.0","$$\\{X_1, X_2, \\dots, X_n\\}$$","True","",""
"224","60.0","$$\\{(X_1, Y_1), (X_2, Y_2), \\dots, (X_n, Y_n)\\}$$","False","",""
"225","60.0","$$\\{(X_1, y_1), (X_2, y_2), \\dots, (X_n, y_n)\\}$$","False","",""
"226","61.0","Dimensionality reduction","False","",""
"227","61.0","Regression","False","",""
"228","61.0","Classification","False","",""
"229","61.0","Density estimation","True","",""
"230","62.0","$$\\frac{1}{n} \\sum \\log(P(X_i))$$","False","",""
"231","62.0","$$\\frac{1}{n} \\sum -\\log(P(X_i))$$","True","",""
"232","62.0","$$\\frac{1}{n} \\sum \\log(-P(X_i))$$","False","",""
"233","62.0","$$\\frac{1}{n} \\sum \\left(1 - \\log(-P(X_i))\\right)$$","False","",""
"234","63.0","Mean square error","False","",""
"235","63.0","Log-likelihood","False","",""
"236","63.0","Negative log-likelihood","True","",""
"237","63.0","Entropy","False","",""
"238","64.0","A model is a mathematical representation of reality.","False","",""
"239","64.0","A model is an exact representation of a system.","False","",""
"240","64.0","A model uses no assumptions.","False","",""
"241","64.0","only 1","True","",""
"242","64.0","only 2","False","",""
"243","65.0","Predicting the stock price of a company on a given day based on revenue growth and profit after tax.","True","",""
"244","65.0","Predicting the country that a person belongs to based on his physical features.","False","",""
"245","65.0","Predicting the animal present in a given image.","False","",""
"246","65.0","Predicting the topic of a given Wikipedia article.","False","",""
"247","66.0","The need to check for a long list of possible patterns that may be present.","False","",""
"248","66.0","Difficulty in maintaining the program containing the complex hard-coded rules.","False","",""
"249","66.0","The need to keep writing new rules as the spammers become innovative.","False","",""
"250","66.0","All of these.","True","",""
"251","67.0","are strictly integers.","False","",""
"252","67.0","always lie in the range $$[0, 1]$$.","False","",""
"253","67.0","are any real value.","True","",""
"254","67.0","are any imaginary value.","False","",""
"255","68.0","Find the gender of a person by analyzing writing style.","True","",""
"256","68.0","Predict the price of a car based on engine power, mileage etc.","False","",""
"257","68.0","Predict whether there will be abnormally heavy rainfall tomorrow or not based on previous data.","True","",""
"258","68.0","Predict the number of street accidents that will happen this month.","False","",""
"259","69.0","Predict the height of a person based on his weight.","True","",""
"260","69.0","Predict the country a person belongs to based on his linguistic features.","False","",""
"261","69.0","Predict whether the price of gold will increase tomorrow or not.","False","",""
"262","69.0","Predict whether a movie is comedy or tragedy based on its reviews.","False","",""
"263","70.0","Grouping tweets based on topic similarity","True","",""
"264","70.0","Making clusters of cells having similar appearance under microscope.","True","",""
"265","70.0","Checking whether an email is spam or not.","False","",""
"266","70.0","Identify the gender of online customers based on buying behaviour.","False","",""
"267","71.0","$$\\mathbb{1}(\\text{2 is even}) = 1$$","False","",""
"268","71.0","$$\\mathbb{1}(10 \\pmod 3 = 0) = 0$$","False","",""
"269","71.0","$$\\mathbb{1}(0.5 \\notin \\mathbb{R}) = 0$$","False","",""
"270","71.0","$$\\mathbb{1}(2 \\in \\{2,3,4\\}) = 0$$","True","",""
"271","72.0","$$f: \\mathbb{R}^d \\to \\mathbb{R}$$","False","",""
"272","72.0","$$f: \\mathbb{R}^d \\to \\{+1, -1\\}$$","True","",""
"273","72.0","$$f: \\mathbb{R}^d \\to \\mathbb{R}^{d'}$$","False","",""
"274","73.0","$$f: \\mathbb{R}^d \\to \\mathbb{R}^{d'} \\text{ where } d' < d \\text{ AND } g: \\mathbb{R}^{d'} \\to \\mathbb{R}^d \\text{ where } d' < d$$","True","",""
"275","73.0","$$f: \\mathbb{R}^d \\to \\mathbb{R}^{d'} \\text{ where } d' > d$$","False","",""
"276","73.0","$$g: \\mathbb{R}^{d'} \\to \\mathbb{R}^d \\text{ where } d' > d$$","False","",""
"277","74.0","Both (1) and (2) are suited for regression.","False","",""
"278","74.0","Both (1) and (2) are suited for classification.","False","",""
"279","74.0","","True","code","Problem (1) is better suited for classification while (2) is better suited for regression.nan"
"280","74.0","","False","code","Problem (2) is better suited for classification while (1) is better suited for regression.nan"
"281","77.0","let","False","",""
"282","77.0","var","False","",""
"283","77.0","const","False","",""
"284","77.0","All of the above","True","",""
"285","78.0","JavaScript is a statically typed language.","False","",""
"286","78.0","JavaScript is a dynamically typed language.","True","",""
"287","78.0","JavaScript is a weakly typed language.","True","",""
"288","78.0","JavaScript is a strongly typed language.","False","",""
"289","79.0","It is a forgiving language like HTML.","True","",""
"290","79.0","It inserts a semicolon after each statement automatically.","True","",""
"291","79.0","Blocks and functions both use { } for body contents.","True","",""
"292","79.0","Blocks use { } but functions use indentation for body contents.","False","",""
"293","80.0","undefined","False","",""
"294","80.0","Rohit","False","",""
"295","80.0","Mohit","True","",""
"296","80.0","","False","",""
"297","81.0","It will throw a TypeError.","False","",""
"298","81.0","Rohit","False","",""
"299","81.0","Mohit","True","",""
"300","81.0","undefined","False","",""
"301","82.0","undefined","False","",""
"302","82.0","Rohit","True","",""
"303","82.0","Mohit","False","",""
"304","82.0","","False","",""
"305","83.0","Rohit","True","",""
"306","83.0","Mohit","False","",""
"307","83.0","undefined","False","",""
"308","83.0","Syntax Error","False","",""
"309","84.0","'hello from setTimeOut one'
'hello for main one'
'hello from setTimeOut two'
'hello from main two'","False","",""
"310","84.0","'hello for main one'
'hello from setTimeOut one'
'hello from main two'
'hello from setTimeOut two'","False","",""
"311","84.0","'hello for main one'
'hello from main two'
'hello from setTimeOut two'
'hello from setTimeOut one'","False","",""
"312","84.0","'hello for main one'
'hello from main two'
'hello from setTimeOut one'
'hello from setTimeOut two'","True","",""
"313","85.0","red","False","",""
"314","85.0","black","False","",""
"315","85.0","yellow","True","",""
"316","85.0","None of the above","False","",""
"317","86.0","r","False","",""
"318","86.0","a","False","",""
"319","86.0","n","True","",""
"320","86.0","o","False","",""
"321","87.0","Text","True","",""
"322","87.0","Speech","True","",""
"323","87.0","Vision","True","",""
"324","88.0","(1) - (d), (2) - (b), (3) - (c), (4) - (a)","False","",""
"325","88.0","(1) - (d), (2) - (a), (3) - (c), (4) - (b)","True","",""
"326","89.0","Name of the customer","False","",""
"327","89.0","Age of the customer","True","",""
"328","89.0","Gender of the customer","True","",""
"329","89.0","Products that the customer has purchased in the past","True","",""
"330","89.0","Profiles of customers who have a similar purchase behaviour","True","",""
"331","89.0","The customer's PAN number","False","",""
"332","90.0","Films","True","",""
"333","90.0","None of the above","False","",""
"334","91.0","Yes","False","",""
"335","91.0","No","True","",""
"336","92.0","Machine learning is data-driven. The mere presence of data is not enough, what we do with the data matters. Machine learning is the science of learning from data. In the previous problem, no learning is involved.","True","",""
"337","92.0","The claim is completely correct. Any dataset can inherently be learned from.","False","",""
"338","93.0","Supervised learning","True","",""
"339","93.0","Regression","False","",""
"340","93.0","Unsupervised learning","True","",""
"341","93.0","Clustering","False","",""
"342","93.0","Sequential learning","True","",""
"343","93.0","Online learning","False","",""
"344","94.0","Given the image of a chest X-Ray, determine the presence or absence of a tumor.","True","",""
"345","94.0","Given a customer's financial background, determine if the customer can be given a loan or not.","True","",""
"346","94.0","Given the history of rainfall in a given region, predict the amount of rainfall for a given duration","False","",""
"347","94.0","Given a sound clip, determine the number of musical instruments that are present in it.","False","",""
"348","95.0","Regression","False","",""
"349","95.0","Binary classification (exactly 2 categories)","False","",""
"350","95.0","","True","code","Multi-class classification (more than 2 categories)nan"
"351","95.0","This is not a supervised learning problem","False","",""
"352","96.0","Scenario-1: supervised learning
Scenario-2: unsupervised learning","True","",""
"353","96.0","Scenario-1: unsupervised learning
Scenario-2: supervised learning","False","",""
"354","97.0","True","False","",""
"355","97.0","False","True","",""
"356","98.0","$$n=4, d=5$$","False","",""
"357","98.0","$$n=5, d=4$$","True","",""
"358","98.0","$$n=d=4$$","False","",""
"359","98.0","$$n=d=5$$","False","",""
"360","99.0","$$ \\begin{bmatrix} 0 \\\\ 0 \\\\ 0 \\end{bmatrix} $$","False","",""
"361","99.0","$$ \\begin{bmatrix} 1 \\\\ 1 \\\\ 1 \\end{bmatrix} $$","False","",""
"362","99.0","$$ \\begin{bmatrix} -2 \\\\ -4 \\\\ 2 \\end{bmatrix} $$","True","",""
"363","99.0","$$ \\begin{bmatrix} 1 \\\\ 2 \\\\ -1 \\end{bmatrix} $$","True","",""
"364","101.0","0","False","",""
"365","101.0","1","False","",""
"366","101.0","2","True","",""
"367","101.0","infinite","False","",""
"368","102.0","$$ x^T w $$","False","",""
"369","102.0","$$ (x^T w)w $$","False","",""
"370","102.0","$$ \\left( \\frac{x^T w}{||w||^2} \\right) w $$","True","",""
"371","103.0","$$L_1$$, as it gives a better compression ratio","False","",""
"372","103.0","$$L_2$$, as it gives a better compression ratio","False","",""
"373","103.0","$$L_1$$, as it gives a smaller reconstruction error","True","",""
"374","103.0","$$L_2$$, as it gives a smaller reconstruction error","False","",""
"375","104.0","$$ \\frac{1}{n} \\sum_{i=1}^{n} ||x_i - (x_i^T w)w||^2 $$","True","",""
"376","104.0","$$ \\frac{1}{n} \\sum_{i=1}^{n} [x_i - (x_i^T w)w]^T [x_i - (x_i^T w)w] $$","True","",""
"377","104.0","$$ \\frac{1}{n} \\sum_{i=1}^{n} [x_i^T x_i - (x_i^T w)^2] $$","True","",""
"378","104.0","$$ \\frac{1}{n} \\sum_{i=1}^{n} (x_i^T w)^2 $$","False","",""
"379","104.0","$$ \\frac{1}{n} \\sum_{i=1}^{n} ||x_i||^2 $$","False","",""
"380","105.0","True","True","",""
"381","105.0","False","False","",""
"382","106.0","$$ \\max_{w, ||w||=1} \\frac{1}{n} \\sum_{i=1}^{n} (x_i^T w)^2 $$","True","",""
"383","106.0","$$ \\max_{w, ||w||=1} w^T \\left[ \\frac{1}{n} \\sum_{i=1}^{n} x_i x_i^T \\right] w $$","True","",""
"384","106.0","$$ \\min_{w, ||w||=1} \\frac{1}{n} \\sum_{i=1}^{n} (x_i^T w)^2 $$","False","",""
"385","106.0","$$ \\max_{w, ||w||=1} \\frac{1}{n} \\sum_{i=1}^{n} -(x_i^T w)^2 $$","False","",""
"386","107.0","$$ n \\times n $$","False","",""
"387","107.0","$$ d \\times d $$","True","",""
"388","107.0","$$ n \\times d $$","False","",""
"389","107.0","$$ d \\times n $$","False","",""
"390","108.0","It is the eigenvector corresponding to the minimum eigenvalue of the covariance matrix.","False","",""
"391","108.0","It could be any one of the eigenvectors of the covariance matrix. That is, every eigenvector is a solution of the optimization problem.","False","",""
"392","108.0","It is the eigenvector corresponding to the maximum eigenvalue of the covariance matrix.","True","",""
"393","109.0","Yes","True","",""
"394","109.0","No","False","",""
"395","110.0","$$ (x^T w)w $$","False","",""
"396","110.0","$$ x - w $$","False","",""
"397","110.0","$$ x - x^T w $$","False","",""
"398","110.0","$$ x - (x^T w)w $$","True","",""
"399","111.0","Only S1 is true","True","",""
"400","111.0","Only S2 is true","False","",""
"401","111.0","Both S1 and S2 are true","False","",""
"402","111.0","Both S1 and S2 are false","False","",""
"403","112.0","Yes","True","",""
"404","112.0","No","False","",""
"405","114.0","The vectors in $$B$$ are linearly independent","True","",""
"406","114.0","The vectors in $$B$$ span $$\\mathbb{R}^d$$","True","",""
"407","114.0","$$B$$ is a basis for $$\\mathbb{R}^d$$","True","",""
"408","114.0","$$w_i^T w_j = 0$$ for $$i \\neq j$$","True","",""
"409","114.0","$$w_i^T w_i = 1$$ for $$1 \\leq i \\leq d$$","True","",""
"410","116.0","The dataset is a subset of $$\\mathbb{R}^4$$","False","",""
"411","116.0","The dataset is a subset of a 4-dimensional linear subspace of $$\\mathbb{R}^{1000}$$","False","",""
"412","116.0","The dataset is a subset of a 4-dimensional linear subspace of $$\\mathbb{R}^{10}$$","True","",""
"413","117.0","It is the eigenvector corresponding to the $$k^{\\text{th}}$$ smallest eigenvalue of the covariance matrix.","False","",""
"414","117.0","It is the eigenvector corresponding to the $$k^{\\text{th}}$$ largest eigenvalue of the covariance matrix.","True","",""
"415","118.0","$$ 1 $$","False","",""
"416","118.0","$$ 0 $$","False","",""
"417","118.0","$$ \\lambda_k $$","True","",""
"418","118.0","$$ \\lambda_k^2 $$","False","",""
"419","119.0","Only S1 is true","False","",""
"420","119.0","Only S2 is true","False","",""
"421","119.0","Both S1 and S2 are true","True","",""
"422","119.0","Both S1 and S2 are false","False","",""
"423","121.0","$$L_1$$, as it gives a better compression ratio","False","",""
"424","121.0","$$L_2$$, as it gives a better compression ratio","False","",""
"425","121.0","$$L_1$$, as the variance of the dataset is higher along this direction","True","",""
"426","121.0","$$L_2$$, as the variance of the dataset is higher along this direction","False","",""
"427","121.0","$$L_1$$, as the variance of the dataset is lower along this direction","False","",""
"428","121.0","$$L_2$$, as the variance of the dataset is lower along this direction","False","",""
"429","122.0","4 KB","False","",""
"430","122.0","4 MB","False","",""
"431","122.0","40 MB","True","",""
"432","122.0","4 GB","False","",""
"433","124.0","$$ \\begin{bmatrix} 3 \\\\ 4 \\end{bmatrix} $$","False","",""
"434","124.0","$$ \\begin{bmatrix} 1/15 \\\\ 4/15 \\end{bmatrix} $$","False","",""
"435","124.0","$$ \\begin{bmatrix} 3/5 \\\\ 4/5 \\end{bmatrix} $$","True","",""
"436","124.0","$$ \\begin{bmatrix} 1 \\\\ 1 \\end{bmatrix} $$","False","",""
"437","125.0","$$ \\{0, 5, 10, 1/3\\} $$","True","",""
"438","125.0","$$ \\{0, 1, 2, 1/3\\} $$","False","",""
"439","125.0","$$ \\{0, 5, 10, 3\\} $$","False","",""
"440","125.0","$$ \\{0, 1, 10, 1/3\\} $$","False","",""
"441","126.0","$$ \\vec{OP} $$","False","",""
"442","126.0","$$ \\vec{OQ} $$","False","",""
"443","126.0","$$ \\vec{QP} $$","True","",""
"444","127.0","Yes","False","",""
"445","127.0","No","True","",""
"446","128.0","$$ |\\vec{QP}| < |\\vec{Q'P}| $$","False","",""
"447","128.0","$$ |\\vec{Q'P}| < |\\vec{QP}| $$","True","",""
"448","128.0","$$ |\\vec{QQ'}| = 0 $$","False","",""
"449","128.0","$$ |\\vec{QQ'}| > 0 $$","True","",""
"450","129.0","True","False","",""
"451","129.0","False","True","",""
"452","130.0","The dataset lies in a $$d$$-dimensional subspace of $$\\mathbb{R}^n$$","False","",""
"453","130.0","The dataset lies in a $$k$$-dimensional subspace of $$\\mathbb{R}^d$$","True","",""
"454","130.0","The dataset lies in a $$d$$-dimensional subspace of $$\\mathbb{R}^k$$","False","",""
"455","130.0","The dataset lies in a $$k$$-dimensional subspace of $$\\mathbb{R}^n$$","False","",""
"456","131.0","$$w_1$$","False","",""
"457","131.0","$$0$$","True","",""
"458","132.0","$$ \\frac{1}{n} X_1^T X_1 $$","True","",""
"459","132.0","$$ \\frac{1}{n} X_2^T X_2 $$","False","",""
"460","132.0","$$ \\frac{1}{n} X_1 X_1^T $$","False","",""
"461","132.0","$$ \\frac{1}{n} X_2 X_2^T $$","True","",""
"462","134.0","$$R_1: w^T x > 0$$","True","",""
"463","134.0","$$R_2: w^T x > 0$$","False","",""
"464","134.0","$$R_1: w^T x < 0$$","False","",""
"465","134.0","$$R_2: w^T x < 0$$","True","",""
"466","134.0","$$L: w^T x = 0$$","True","",""
"467","135.0","int","False","",""
"468","135.0","float","True","",""
"469","135.0","str","False","",""
"470","135.0","bool","False","",""
"471","136.0","str","False","",""
"472","136.0","bool","True","",""
"473","136.0","True","False","",""
"474","136.0","False","False","",""
"475","137.0","","False","code","(10^3) + (9^3) == (12^3) + (1^3) == 1729"
"476","137.0","","False","code","(10 ** 3) + (9 ** 3) = (12 ** 3) + (1 ** 3) = 1729"
"477","137.0","","False","code","(10 power 3) + (9 power 3) == (12 power 3) + (1 power 3) == 1729"
"478","137.0","","True","code","(10 ** 3) + (9 ** 3) == (12 ** 3) + (1 ** 3) == 1729"
"479","138.0","It is True if and only if both E_1 and E_2 have the same value.","False","",""
"480","138.0","It is False if and only if both E_1 and E_2 have the same value.","False","",""
"481","138.0","It is always True.","True","",""
"482","138.0","It is always False.","False","",""
"483","139.0","True","False","",""
"484","139.0","False","True","",""
"485","139.0","Cannot be determined","False","",""
"486","142.0","","True","code","name1 = input()"
"name2 = input()","","","","",""
"print(name1 < name2)","","","","",""
"487","142.0","","False","code","name1 = input()"
"name2 = input()","","","","",""
"print(name1 > name2)","","","","",""
"488","142.0","","True","code","print(input() < input())"
"489","142.0","","False","code","print(input() > input())"
"490","142.0","","True","code","name1 = input()"
"name2 = input()","","","","",""
"result = name1 < name2","","","","",""
"print(result)","","","","",""
"491","142.0","","False","code","name1 = input()"
"name2 = input()","","","","",""
"result = name1 > name2","","","","",""
"print(result)","","","","",""
"492","144.0","12","False","",""
"493","144.0","2","False","",""
"494","144.0","15 % 3 * 2 + 2","True","",""
"495","144.0","'15 % 3 * 2 + 2'","False","",""
"496","145.0","a + 'b' + c + '' + d","True","",""
"497","145.0","""a + 'b' + c + '' + d""","False","",""
"498","145.0","a + b + c + '' + d","False","",""
"499","145.0","a + '''b''' + c + '''' + d","False","",""
"500","146.0","","False","code","print(1 2 3 4 5)"
"501","146.0","","True","code","print('1 2 3 4 5') # there is a space between consecutive numbers"
"502","146.0","","False","code","print(1)"
"print(2)","","","","",""
"print(3)","","","","",""
"print(4)","","","","",""
"print(5)","","","","",""
"503","146.0","","True","code","print(1, 2, 3, 4, 5)"
"504","147.0","1 - (A), 2 - (C), 3 - (B), 4 - (D), 5 - (A)","False","",""
"505","147.0","1 - (B), 2 - (C), 3 - (A), 4 - (D), 5 - (A)","True","",""
"506","147.0","1 - (A), 2 - (C), 3 - (B), 4 - (D), 5 - (B)","False","",""
"507","147.0","1 - (B), 2 - (C), 3 - (A), 4 - (D), 5 - (B)","False","",""
"508","148.0","","False","code","word[0] + word[1]"
"509","148.0","","True","code","word[0] + word[-1]"
"510","148.0","","True","code","word[0] + word[len(word) - 1]"
"511","148.0","","False","code","word[-1] + word[len(word)]"
"512","149.0","11","False","",""
"513","149.0","11.0","True","",""
"514","149.0","33","False","",""
"515","149.0","33.0","False","",""
"516","152.0","a_","True","",""
"517","152.0","_a","True","",""
"518","152.0","1a","False","",""
"519","152.0","a variable","False","",""
"520","152.0","a_variable","True","",""
"521","153.0","The two lines are always the same.","True","",""
"522","153.0","The two lines are always different.","False","",""
"523","153.0","The two lines are the same if and only if word1 and word2 are equal.","False","",""
"524","153.0","None of the above","False","",""
"525","154.0","","True","code","x == y == z"
"526","154.0","","False","code","x == y == z == a"
"527","154.0","","False","code","x == y == z == b"
"528","154.0","","True","code","x == y == z == c"
"529","155.0","","False","code","a"
"a","","","","",""
"530","155.0","","False","code","a + 1"
"a + 1","","","","",""
"531","155.0","","False","code","a - 1"
"a - 1","","","","",""
"532","155.0","","False","code","a - 1"
"-a","","","","",""
"533","155.0","","False","code","a"
"-a + 1","","","","",""
"534","155.0","","True","code","a"
