id,question_id,option_text,is_correct,media_type,media_content
123,31.0,undefined,False,,
124,31.0,,False,,
125,32.0,{},False,,
126,32.0,,False,,
127,32.0,undefined,True,,
128,32.0,,False,,
129,33.0,It will throw a syntax error.,True,,
130,33.0,undefined,False,,
131,33.0,,False,,
132,33.0,0,False,,
133,34.0,It will throw a TypeError.,False,,
134,34.0,15,True,,
135,34.0,14,False,,
136,34.0,undefined,False,,
137,35.0,red,False,,
138,35.0,green,True,,
139,35.0,undefined,False,,
140,35.0,SyntaxError,False,,
141,36.0,ReactJS,False,,
142,36.0,Flask,True,,
143,36.0,Bootstrap,False,,
144,36.0,VueJS,False,,
145,37.0,Flask,False,,
146,37.0,Django,False,,
147,37.0,VueJS,True,,
148,37.0,Express,False,,
149,38.0,It can manipulate the DOM.,True,,
150,38.0,JavaScript is a programming language.,True,,
151,38.0,It cannot manipulate the DOM.,False,,
152,38.0,None of the above,False,,
153,39.0,Asynchronous Java and XML,False,,
154,39.0,Asynchronous JavaScript and XML,True,,
155,39.0,Auto JavaScript and XML,False,,
156,39.0,None of the above,False,,
157,40.0,It is a study of algorithms that improve through the use of data.,False,,
158,40.0,It is a sub field of AI that extracts patterns out of raw data.,False,,
159,40.0,It allows computers to learn from experience without being explicitly programmed or human intervention.,False,,
160,40.0,It is used for tasks where programming/human labour fails.,False,,
161,40.0,All of these,True,,
162,41.0,Weather prediction,False,,
163,41.0,Face tagging,False,,
164,41.0,Password verification,True,,
165,41.0,Spam detection,False,,
166,41.0,Recommendation system,False,,
167,41.0,Social media marketing,False,,
168,42.0,Speech recognition,False,,
169,42.0,Image recognition,False,,
170,42.0,Object detection,False,,
171,42.0,Array sorting,True,,
172,43.0,We do not know the exact rules transforming the input to output.,True,,
173,43.0,There are clearly defined rules transforming the input to output.,False,,
174,43.0,We are unable to express the exact rules transforming the input to output.,True,,
175,44.0,The price of a house based on its area and distance from metro.,True,,
176,44.0,Whether or not a house is closer than 5 KMs to metro based on its price and area.,False,,
177,45.0,Continuous,True,,
178,45.0,Discrete,False,,
179,45.0,of any type,False,,
180,45.0,Categorical,False,,
181,46.0,Dimensionality Reduction,False,,
182,46.0,Classification,True,,
183,46.0,Density Estimation,False,,
184,46.0,Regression,True,,
185,47.0,Probabilistic Model,False,,
186,47.0,Predictive Model,True,,
187,48.0,$$f(X) = W^\top X + b$$,True,,
188,48.0,$$f(X) = \mathrm{Sign}(W^\top X + b)$$,False,,
189,49.0,True,True,,
190,49.0,False,False,,
191,50.0,Curve fitting,True,,
192,50.0,Data exploration,False,,
193,50.0,Data cleaning,False,,
194,50.0,Dimensionality reduction,False,,
195,51.0,Probabilistic Models,False,,
196,51.0,Predictive Models,True,,
197,52.0,$$\frac{1}{n} \sum_{i=1}^{n} \left( f(X^i) - Y^i \right)^2$$,False,,
198,52.0,$$\frac{1}{n} \sum \mathbb{1}(f(X_i) \neq Y_i)$$,True,,
199,53.0,Training data,False,,
200,53.0,Test data,True,,
201,53.0,Validation data,False,,
202,54.0,Training data,False,,
203,54.0,Test data,False,,
204,54.0,Validation data,True,,
205,55.0,Curve Fitting,False,,
206,55.0,Understanding Data,True,,
207,55.0,Classification,False,,
208,55.0,Predictive Learning,False,,
209,56.0,$$d < d'$$,False,,
210,56.0,$$d > d'$$,True,,
211,56.0,$$d = d'$$,False,,
212,56.0,Any relation holds good,False,,
213,57.0,$$d < d'$$,False,,
214,57.0,$$d > d'$$,True,,
215,57.0,$$d = d'$$,False,,
216,57.0,Any relation holds good,False,,
217,58.0,$$\frac{1}{n} \sum ||g(X_i) - f(X_i)||^2$$,False,,
218,58.0,$$\frac{1}{n} \sum ||g(f(X_i)) - X_i||^2$$,True,,
219,58.0,$$\frac{1}{n} \sum ||f(g(X_i)) - X_i||^2$$,False,,
220,59.0,Reducing dimensionality,True,,
221,59.0,Grouping similar data,True,,
222,59.0,Density Estimation,True,,
223,60.0,"$$\{X_1, X_2, \dots, X_n\}$$",True,,
224,60.0,"$$\{(X_1, Y_1), (X_2, Y_2), \dots, (X_n, Y_n)\}$$",False,,
225,60.0,"$$\{(X_1, y_1), (X_2, y_2), \dots, (X_n, y_n)\}$$",False,,
226,61.0,Dimensionality reduction,False,,
227,61.0,Regression,False,,
228,61.0,Classification,False,,
229,61.0,Density estimation,True,,
230,62.0,$$\frac{1}{n} \sum \log(P(X_i))$$,False,,
231,62.0,$$\frac{1}{n} \sum -\log(P(X_i))$$,True,,
232,62.0,$$\frac{1}{n} \sum \log(-P(X_i))$$,False,,
233,62.0,$$\frac{1}{n} \sum \left(1 - \log(-P(X_i))\right)$$,False,,
234,63.0,Mean square error,False,,
235,63.0,Log-likelihood,False,,
236,63.0,Negative log-likelihood,True,,
237,63.0,Entropy,False,,
238,64.0,A model is a mathematical representation of reality.,False,,
239,64.0,A model is an exact representation of a system.,False,,
240,64.0,A model uses no assumptions.,False,,
241,64.0,only 1,True,,
242,64.0,only 2,False,,
243,65.0,Predicting the stock price of a company on a given day based on revenue growth and profit after tax.,True,,
244,65.0,Predicting the country that a person belongs to based on his physical features.,False,,
245,65.0,Predicting the animal present in a given image.,False,,
246,65.0,Predicting the topic of a given Wikipedia article.,False,,
247,66.0,The need to check for a long list of possible patterns that may be present.,False,,
248,66.0,Difficulty in maintaining the program containing the complex hard-coded rules.,False,,
249,66.0,The need to keep writing new rules as the spammers become innovative.,False,,
250,66.0,All of these.,True,,
251,67.0,are strictly integers.,False,,
252,67.0,"always lie in the range $$[0, 1]$$.",False,,
253,67.0,are any real value.,True,,
254,67.0,are any imaginary value.,False,,
255,68.0,Find the gender of a person by analyzing writing style.,True,,
256,68.0,"Predict the price of a car based on engine power, mileage etc.",False,,
257,68.0,Predict whether there will be abnormally heavy rainfall tomorrow or not based on previous data.,True,,
258,68.0,Predict the number of street accidents that will happen this month.,False,,
259,69.0,Predict the height of a person based on his weight.,True,,
260,69.0,Predict the country a person belongs to based on his linguistic features.,False,,
261,69.0,Predict whether the price of gold will increase tomorrow or not.,False,,
262,69.0,Predict whether a movie is comedy or tragedy based on its reviews.,False,,
263,70.0,Grouping tweets based on topic similarity,True,,
264,70.0,Making clusters of cells having similar appearance under microscope.,True,,
265,70.0,Checking whether an email is spam or not.,False,,
266,70.0,Identify the gender of online customers based on buying behaviour.,False,,
267,71.0,$$\mathbb{1}(\text{2 is even}) = 1$$,False,,
268,71.0,$$\mathbb{1}(10 \pmod 3 = 0) = 0$$,False,,
269,71.0,$$\mathbb{1}(0.5 \notin \mathbb{R}) = 0$$,False,,
270,71.0,"$$\mathbb{1}(2 \in \{2,3,4\}) = 0$$",True,,
271,72.0,$$f: \mathbb{R}^d \to \mathbb{R}$$,False,,
272,72.0,"$$f: \mathbb{R}^d \to \{+1, -1\}$$",True,,
273,72.0,$$f: \mathbb{R}^d \to \mathbb{R}^{d'}$$,False,,
274,73.0,$$f: \mathbb{R}^d \to \mathbb{R}^{d'} \text{ where } d' < d \text{ AND } g: \mathbb{R}^{d'} \to \mathbb{R}^d \text{ where } d' < d$$,True,,
275,73.0,$$f: \mathbb{R}^d \to \mathbb{R}^{d'} \text{ where } d' > d$$,False,,
276,73.0,$$g: \mathbb{R}^{d'} \to \mathbb{R}^d \text{ where } d' > d$$,False,,
277,74.0,Both (1) and (2) are suited for regression.,False,,
278,74.0,Both (1) and (2) are suited for classification.,False,,
279,74.0,Problem (1) is better suited for classification while (2) is better suited for regression.,True,,
280,74.0,Problem (2) is better suited for classification while (1) is better suited for regression.,False,,
281,77.0,let,False,,
282,77.0,var,False,,
283,77.0,const,False,,
284,77.0,All of the above,True,,
285,78.0,JavaScript is a statically typed language.,False,,
286,78.0,JavaScript is a dynamically typed language.,True,,
287,78.0,JavaScript is a weakly typed language.,True,,
288,78.0,JavaScript is a strongly typed language.,False,,
289,79.0,It is a forgiving language like HTML.,True,,
290,79.0,It inserts a semicolon after each statement automatically.,True,,
291,79.0,Blocks and functions both use { } for body contents.,True,,
292,79.0,Blocks use { } but functions use indentation for body contents.,False,,
293,80.0,undefined,False,,
294,80.0,Rohit,False,,
295,80.0,Mohit,True,,
296,80.0,,False,,
297,81.0,It will throw a TypeError.,False,,
298,81.0,Rohit,False,,
299,81.0,Mohit,True,,
300,81.0,undefined,False,,
301,82.0,undefined,False,,
302,82.0,Rohit,True,,
303,82.0,Mohit,False,,
304,82.0,,False,,
305,83.0,Rohit,True,,
306,83.0,Mohit,False,,
307,83.0,undefined,False,,
308,83.0,Syntax Error,False,,
309,84.0,"'hello from setTimeOut one'
'hello for main one'
'hello from setTimeOut two'
'hello from main two'",False,,
310,84.0,"'hello for main one'
'hello from setTimeOut one'
'hello from main two'
'hello from setTimeOut two'",False,,
311,84.0,"'hello for main one'
'hello from main two'
'hello from setTimeOut two'
'hello from setTimeOut one'",False,,
312,84.0,"'hello for main one'
'hello from main two'
'hello from setTimeOut one'
'hello from setTimeOut two'",True,,
313,85.0,red,False,,
314,85.0,black,False,,
315,85.0,yellow,True,,
316,85.0,None of the above,False,,
317,86.0,r,False,,
318,86.0,a,False,,
319,86.0,n,True,,
320,86.0,o,False,,
321,87.0,Text,True,,
322,87.0,Speech,True,,
323,87.0,Vision,True,,
324,88.0,"(1) - (d), (2) - (b), (3) - (c), (4) - (a)",False,,
325,88.0,"(1) - (d), (2) - (a), (3) - (c), (4) - (b)",True,,
326,89.0,Name of the customer,False,,
327,89.0,Age of the customer,True,,
328,89.0,Gender of the customer,True,,
329,89.0,Products that the customer has purchased in the past,True,,
330,89.0,Profiles of customers who have a similar purchase behaviour,True,,
331,89.0,The customer's PAN number,False,,
332,90.0,Films,True,,
333,90.0,None of the above,False,,
334,91.0,Yes,False,,
335,91.0,No,True,,
336,92.0,"Machine learning is data-driven. The mere presence of data is not enough, what we do with the data matters. Machine learning is the science of learning from data. In the previous problem, no learning is involved.",True,,
337,92.0,The claim is completely correct. Any dataset can inherently be learned from.,False,,
338,93.0,Supervised learning,True,,
339,93.0,Regression,False,,
340,93.0,Unsupervised learning,True,,
341,93.0,Clustering,False,,
342,93.0,Sequential learning,True,,
343,93.0,Online learning,False,,
344,94.0,"Given the image of a chest X-Ray, determine the presence or absence of a tumor.",True,,
345,94.0,"Given a customer's financial background, determine if the customer can be given a loan or not.",True,,
346,94.0,"Given the history of rainfall in a given region, predict the amount of rainfall for a given duration",False,,
347,94.0,"Given a sound clip, determine the number of musical instruments that are present in it.",False,,
348,95.0,Regression,False,,
349,95.0,Binary classification (exactly 2 categories),False,,
350,95.0,Multi-class classification (more than 2 categories),True,,
351,95.0,This is not a supervised learning problem,False,,
352,96.0,"Scenario-1: supervised learning
Scenario-2: unsupervised learning",True,,
353,96.0,"Scenario-1: unsupervised learning
Scenario-2: supervised learning",False,,
354,97.0,True,False,,
355,97.0,False,True,,
356,98.0,"$$n=4, d=5$$",False,,
357,98.0,"$$n=5, d=4$$",True,,
358,98.0,$$n=d=4$$,False,,
359,98.0,$$n=d=5$$,False,,
360,99.0,$$ \begin{bmatrix} 0 \\ 0 \\ 0 \end{bmatrix} $$,False,,
361,99.0,$$ \begin{bmatrix} 1 \\ 1 \\ 1 \end{bmatrix} $$,False,,
362,99.0,$$ \begin{bmatrix} -2 \\ -4 \\ 2 \end{bmatrix} $$,True,,
363,99.0,$$ \begin{bmatrix} 1 \\ 2 \\ -1 \end{bmatrix} $$,True,,
364,101.0,0,False,,
365,101.0,1,False,,
366,101.0,2,True,,
367,101.0,infinite,False,,
368,102.0,$$ x^T w $$,False,,
369,102.0,$$ (x^T w)w $$,False,,
370,102.0,$$ \left( \frac{x^T w}{||w||^2} \right) w $$,True,,
371,109.0,"$$L_1$$, as it gives a better compression ratio",False,,
372,109.0,"$$L_2$$, as it gives a better compression ratio",False,,
373,109.0,"$$L_1$$, as it gives a smaller reconstruction error",True,,
374,109.0,"$$L_2$$, as it gives a smaller reconstruction error",False,,
375,110.0,$$ \frac{1}{n} \sum_{i=1}^{n} ||x_i - (x_i^T w)w||^2 $$,True,,
376,110.0,$$ \frac{1}{n} \sum_{i=1}^{n} [x_i - (x_i^T w)w]^T [x_i - (x_i^T w)w] $$,True,,
377,110.0,$$ \frac{1}{n} \sum_{i=1}^{n} [x_i^T x_i - (x_i^T w)^2] $$,True,,
378,110.0,$$ \frac{1}{n} \sum_{i=1}^{n} (x_i^T w)^2 $$,False,,
379,110.0,$$ \frac{1}{n} \sum_{i=1}^{n} ||x_i||^2 $$,False,,
380,111.0,True,True,,
381,111.0,False,False,,
382,112.0,"$$ \max_{w, ||w||=1} \frac{1}{n} \sum_{i=1}^{n} (x_i^T w)^2 $$",True,,
383,112.0,"$$ \max_{w, ||w||=1} w^T \left[ \frac{1}{n} \sum_{i=1}^{n} x_i x_i^T \right] w $$",True,,
384,112.0,"$$ \min_{w, ||w||=1} \frac{1}{n} \sum_{i=1}^{n} (x_i^T w)^2 $$",False,,
385,112.0,"$$ \max_{w, ||w||=1} \frac{1}{n} \sum_{i=1}^{n} -(x_i^T w)^2 $$",False,,
386,113.0,$$ n \times n $$,False,,
387,113.0,$$ d \times d $$,True,,
388,113.0,$$ n \times d $$,False,,
389,113.0,$$ d \times n $$,False,,
390,114.0,It is the eigenvector corresponding to the minimum eigenvalue of the covariance matrix.,False,,
391,114.0,"It could be any one of the eigenvectors of the covariance matrix. That is, every eigenvector is a solution of the optimization problem.",False,,
392,114.0,It is the eigenvector corresponding to the maximum eigenvalue of the covariance matrix.,True,,
393,115.0,Yes,True,,
394,115.0,No,False,,
395,116.0,$$ (x^T w)w $$,False,,
396,116.0,$$ x - w $$,False,,
397,116.0,$$ x - x^T w $$,False,,
398,116.0,$$ x - (x^T w)w $$,True,,
399,117.0,Only S1 is true,True,,
400,117.0,Only S2 is true,False,,
401,117.0,Both S1 and S2 are true,False,,
402,117.0,Both S1 and S2 are false,False,,
403,118.0,Yes,True,,
404,118.0,No,False,,
405,120.0,The vectors in $$B$$ are linearly independent,True,,
406,120.0,The vectors in $$B$$ span $$\mathbb{R}^d$$,True,,
407,120.0,$$B$$ is a basis for $$\mathbb{R}^d$$,True,,
408,120.0,$$w_i^T w_j = 0$$ for $$i \neq j$$,True,,
409,120.0,$$w_i^T w_i = 1$$ for $$1 \leq i \leq d$$,True,,
410,122.0,The dataset is a subset of $$\mathbb{R}^4$$,False,,
411,122.0,The dataset is a subset of a 4-dimensional linear subspace of $$\mathbb{R}^{1000}$$,False,,
412,122.0,The dataset is a subset of a 4-dimensional linear subspace of $$\mathbb{R}^{10}$$,True,,
413,123.0,It is the eigenvector corresponding to the $$k^{\text{th}}$$ smallest eigenvalue of the covariance matrix.,False,,
414,123.0,It is the eigenvector corresponding to the $$k^{\text{th}}$$ largest eigenvalue of the covariance matrix.,True,,
415,124.0,$$ 1 $$,False,,
416,124.0,$$ 0 $$,False,,
417,124.0,$$ \lambda_k $$,True,,
418,124.0,$$ \lambda_k^2 $$,False,,
419,125.0,Only S1 is true,False,,
420,125.0,Only S2 is true,False,,
421,125.0,Both S1 and S2 are true,True,,
422,125.0,Both S1 and S2 are false,False,,
423,127.0,"$$L_1$$, as it gives a better compression ratio",False,,
424,127.0,"$$L_2$$, as it gives a better compression ratio",False,,
425,127.0,"$$L_1$$, as the variance of the dataset is higher along this direction",True,,
426,127.0,"$$L_2$$, as the variance of the dataset is higher along this direction",False,,
427,127.0,"$$L_1$$, as the variance of the dataset is lower along this direction",False,,
428,127.0,"$$L_2$$, as the variance of the dataset is lower along this direction",False,,
429,141.0,4 KB,False,,
430,141.0,4 MB,False,,
431,141.0,40 MB,True,,
432,141.0,4 GB,False,,
433,143.0,$$ \begin{bmatrix} 3 \\ 4 \end{bmatrix} $$,False,,
434,143.0,$$ \begin{bmatrix} 1/15 \\ 4/15 \end{bmatrix} $$,False,,
435,143.0,$$ \begin{bmatrix} 3/5 \\ 4/5 \end{bmatrix} $$,True,,
436,143.0,$$ \begin{bmatrix} 1 \\ 1 \end{bmatrix} $$,False,,
437,144.0,"$$ \{0, 5, 10, 1/3\} $$",True,,
438,144.0,"$$ \{0, 1, 2, 1/3\} $$",False,,
439,144.0,"$$ \{0, 5, 10, 3\} $$",False,,
440,144.0,"$$ \{0, 1, 10, 1/3\} $$",False,,
441,145.0,$$ \vec{OP} $$,False,,
442,145.0,$$ \vec{OQ} $$,False,,
443,145.0,$$ \vec{QP} $$,True,,
444,146.0,Yes,False,,
445,146.0,No,True,,
446,147.0,$$ |\vec{QP}| < |\vec{Q'P}| $$,False,,
447,147.0,$$ |\vec{Q'P}| < |\vec{QP}| $$,True,,
448,147.0,$$ |\vec{QQ'}| = 0 $$,False,,
449,147.0,$$ |\vec{QQ'}| > 0 $$,True,,
450,148.0,True,False,,
451,148.0,False,True,,
452,149.0,The dataset lies in a $$d$$-dimensional subspace of $$\mathbb{R}^n$$,False,,
453,149.0,The dataset lies in a $$k$$-dimensional subspace of $$\mathbb{R}^d$$,True,,
454,149.0,The dataset lies in a $$d$$-dimensional subspace of $$\mathbb{R}^k$$,False,,
455,149.0,The dataset lies in a $$k$$-dimensional subspace of $$\mathbb{R}^n$$,False,,
456,150.0,$$w_1$$,False,,
457,150.0,$$0$$,True,,
458,151.0,$$ \frac{1}{n} X_1^T X_1 $$,True,,
459,151.0,$$ \frac{1}{n} X_2^T X_2 $$,False,,
460,151.0,$$ \frac{1}{n} X_1 X_1^T $$,False,,
461,151.0,$$ \frac{1}{n} X_2 X_2^T $$,True,,
462,153.0,$$R_1: w^T x > 0$$,True,,
463,153.0,$$R_2: w^T x > 0$$,False,,
464,153.0,$$R_1: w^T x < 0$$,False,,
465,153.0,$$R_2: w^T x < 0$$,True,,
466,153.0,$$L: w^T x = 0$$,True,,
467,154.0,int,False,,
468,154.0,float,True,,
469,154.0,str,False,,
470,154.0,bool,False,,
471,155.0,str,False,,
472,155.0,bool,True,,
473,155.0,True,False,,
474,155.0,False,False,,
475,156.0,,False,code,(10^3) + (9^3) == (12^3) + (1^3) == 1729
476,156.0,,False,code,(10 ** 3) + (9 ** 3) = (12 ** 3) + (1 ** 3) = 1729
477,156.0,,False,code,(10 power 3) + (9 power 3) == (12 power 3) + (1 power 3) == 1729
478,156.0,,True,code,(10 ** 3) + (9 ** 3) == (12 ** 3) + (1 ** 3) == 1729
479,157.0,It is True if and only if both E_1 and E_2 have the same value.,False,,
480,157.0,It is False if and only if both E_1 and E_2 have the same value.,False,,
481,157.0,It is always True.,True,,
482,157.0,It is always False.,False,,
483,158.0,True,False,,
484,158.0,False,True,,
485,158.0,Cannot be determined,False,,
486,161.0,,True,code,"name1 = input()
name2 = input()
print(name1 < name2)"
487,161.0,,False,code,"name1 = input()
name2 = input()
print(name1 > name2)"
488,161.0,,True,code,print(input() < input())
489,161.0,,False,code,print(input() > input())
490,161.0,,True,code,"name1 = input()
name2 = input()
result = name1 < name2
print(result)"
491,161.0,,False,code,"name1 = input()
name2 = input()
result = name1 > name2
print(result)"
492,163.0,12,False,,
493,163.0,2,False,,
494,163.0,15 % 3 * 2 + 2,True,,
495,163.0,'15 % 3 * 2 + 2',False,,
496,164.0,a + 'b' + c + '' + d,True,,
497,164.0,"""a + 'b' + c + '' + d""",False,,
498,164.0,a + b + c + '' + d,False,,
499,164.0,a + '''b''' + c + '''' + d,False,,
500,165.0,,False,code,print(1 2 3 4 5)
501,165.0,,True,code,print('1 2 3 4 5') # there is a space between consecutive numbers
502,165.0,,False,code,"print(1)
print(2)
print(3)
print(4)
print(5)"
503,165.0,,True,code,"print(1, 2, 3, 4, 5)"
504,166.0,"1 - (A), 2 - (C), 3 - (B), 4 - (D), 5 - (A)",False,,
505,166.0,"1 - (B), 2 - (C), 3 - (A), 4 - (D), 5 - (A)",True,,
506,166.0,"1 - (A), 2 - (C), 3 - (B), 4 - (D), 5 - (B)",False,,
507,166.0,"1 - (B), 2 - (C), 3 - (A), 4 - (D), 5 - (B)",False,,
508,167.0,,False,code,word[0] + word[1]
509,167.0,,True,code,word[0] + word[-1]
510,167.0,,True,code,word[0] + word[len(word) - 1]
511,167.0,,False,code,word[-1] + word[len(word)]
512,168.0,11,False,,
513,168.0,11.0,True,,
514,168.0,33,False,,
515,168.0,33.0,False,,
516,179.0,a_,True,,
517,179.0,_a,True,,
518,179.0,1a,False,,
519,179.0,a variable,False,,
520,179.0,a_variable,True,,
521,180.0,The two lines are always the same.,True,,
522,180.0,The two lines are always different.,False,,
523,180.0,The two lines are the same if and only if word1 and word2 are equal.,False,,
524,180.0,None of the above,False,,
525,181.0,,True,code,x == y == z
526,181.0,,False,code,x == y == z == a
527,181.0,,False,code,x == y == z == b
528,181.0,,True,code,x == y == z == c
529,182.0,,False,code,"a
a"
530,182.0,,False,code,"a + 1
a + 1"
531,182.0,,False,code,"a - 1
a - 1"
532,182.0,,False,code,"a - 1
-a"
533,182.0,,False,code,"a
-a + 1"
534,182.0,,True,code,"a
-a"
535,183.0,Yes,True,,
536,183.0,No,False,,
537,184.0,All three blocks are equivalent to each other.,False,,
538,184.0,Exactly two of these three blocks are equivalent to each other.,False,,
539,184.0,Blocks 1 and 2 print the same output when E evaluates to True.,False,,
540,184.0,Blocks 1 and 2 print the same output when E evaluates to False.,True,,
541,184.0,Blocks 2 and 3 print the same output when E evaluates to True.,True,,
542,185.0,The value of variable x is independent of the value of bool_var.,True,,
543,185.0,The value of variable x is dependent on the value of boon_var.,False,,
544,185.0,Line-5 is never executed.,True,,
545,185.0,The variable x is updated exactly two times.,False,,
546,186.0,When all three Boolean variables are True.,False,,
547,186.0,When all three Boolean variables are False.,True,,
548,186.0,When at least one of the three Boolean variables is True.,False,,
549,186.0,When at least one of the three Boolean variables is False.,False,,
550,186.0,This code will never throw an error.,False,,
551,188.0,,False,code,print(\)
552,188.0,,False,code,print('\')
553,188.0,,True,code,print('\\')
554,188.0,,False,code,"print(""\"")"
555,189.0,Neeraj,True,,
556,189.0,Mirabai,True,,
557,189.0,Sindhu,True,,
558,189.0,X AE A-12,False,,
559,189.0,Rohit Sharma,False,,
560,190.0,abcdefghij,False,,
561,190.0,abcde,False,,
562,190.0,acegi,True,,
563,190.0,bdfhj,False,,
564,191.0,,False,code,"1234
1234
1234
1234"
565,191.0,,True,code,"1
2
3
4"
566,191.0,,False,code,"1
1
1
1"
567,191.0,,False,code,"4
4
4
4"
568,332.0,tacit,True,,
569,332.0,trumpet,True,,
570,332.0,ease,True,,
571,332.0,TrumpeT,False,,
572,332.0,TaciT,False,,
573,333.0,A word is termed valid if it begins with a lower case letter.,False,,
574,333.0,A word is termed valid if its first and last characters are the same.,False,,
575,333.0,A word is termed valid if it begins with a lower case letter AND its first and last characters are the same.,True,,
576,333.0,A word is termed valid if it begins with a lower case letter OR its first and last characters are the same.,False,,
577,335.0,,False,code,"num = int(input())
first, middle, last = num[0], num[1], num[2]
if first + last == middle:
    print('sandwich')
else:
    print('plain')"
578,335.0,,False,code,"num = input()
first, middle, last = num[0], num[1], num[2]
if first + last == middle:
    print('sandwich')
else:
    print('plain')"
579,335.0,,True,code,"num = input()
first, middle, last = int(num[0]), int(num[1]), int(num[2])
if first + last == middle:
    print('sandwich')
else:
    print('plain')"
580,335.0,,False,code,"num = int(input())
first, middle, last = int(num[0]), int(num[1]), int(num[2])
if first + last == middle:
    print('sandwich')
else:
    print('plain')"
581,338.0,"When any two among x, y and z are equal",False,,
582,338.0,"When all the values of x, y and z are equal",False,,
583,338.0,"When any one among x, y and z is zero",False,,
584,338.0,"When all the values of x, y and z are zeros",True,,
585,339.0,True,False,,
